id,name,genre,publisher,price,popularity,date
298894771,Stompem Lite,Games,Binary Square Inc.,0.00,0.00040669923,2008-12-06
299380008,Graphical Pedometer,Healthcare & Fitness,X-Soft (Germany) ; T.R.S.,0.99,0.00033806282,2008-12-05
297653402,AccelaStudy™ Spanish | Turkish,Education,Renkara Media Group Inc.,14.99,0.00000025832,2008-11-24
297113160,Truth or Dare X,Games,CDE,0.99,0.00043234500,2008-12-17
295851557,Sunlight,Utilities,Christian Sigritz,0.00,0.02060332300,2008-11-06
299971206,Siddur Nusach Sefard,Reference,JewishContent.org,0.00,0.00054995870,2008-12-11
289197496,Web Tools,Utilities,James Clark,1.99,0.00003548089,2008-08-30
299484305,IOU Free,Finance,Derek Ting,0.00,0.00191437350,2008-12-11
297972561,LifeClock,Lifestyle,Daisuke Nogami,1.99,0.00000111625,2008-11-23
301632107,iPuke,Entertainment,Peter Elst,0.99,0.00006040715,2009-01-07
302881104,KnowMe,Entertainment,Campbell/Gambill Designs,0.99,0.00073829904,2009-01-30
302934061,Snow Dude,Games,Lycette Bros.,1.99,0.00023076922,2009-01-21
284967258,Phospho,Utilities,Deep Prose,0.99,0.00011656868,2008-07-07
292060777,Picassolino,Photography,webdex.at - software & service,1.99,0.00012517978,2008-12-12
301467862,Dr. San,Games,Alterme Inc,2.99,0.00002252554,2009-01-05
298451654,GameBox Sudoku,Games,PDAmill Game Studios,0.99,0.00000577030,2008-11-29
299691999,DAV-E free,Utilities,greenbytes GmbH,0.00,0.00075506530,2009-02-03
300715814,DialTextEmail Assistant,Utilities,GP Apps,0.99,0.00000406635,2008-12-23
302806638,iAlicia,Games,Khalid Shaikh,4.99,0.00000000000,2009-01-17
299312591,Lunch?,Utilities,tappedOut,1.99,0.00040878772,2009-01-17
302171533,日外25万語医学用語大辞典英和・和英対訳,Medical,ロゴヴィスタ株式会社,129.99,0.00000000000,2009-01-22
298043418,Aesops Fables,Book,BeamItDown Software,0.99,0.00159534950,2008-11-25
299311567,Vitamin A,Entertainment,cayto inc.,2.99,0.00001067759,2008-12-16
289735097,iLEVELi,Utilities,Directed Graph Software LLC,1.99,0.00036971888,2008-08-29
299093633,Hero of Sparta,Games,gameloft (iDP),5.99,0.03289070400,2008-12-03
295801511,iFlowers,Entertainment,iFlowers,0.99,0.00002535488,2008-11-07
284935097,Tip Calculator,Utilities,Shekhar Yadav,0.99,0.00005605184,2008-07-06
303246048,Spanish Class 7 - Bueno entonces...  mucha comida en mi panceta.,Education,Miniature Studios,4.99,0.00019963160,2009-01-27
297094984,Arbitrary Base Converter,Utilities,Hessian Software,0.00,0.00033248388,2008-11-16
300010382,iOwn Lite,Productivity,Fifth Floor Media,0.00,0.00324112320,2008-12-17
301569711,BANGASA,Entertainment,iDA10 Graphics,0.99,0.00001137001,2009-01-12
296173495,Personal Formulator,Lifestyle,Multieducator Inc,0.99,0.00002256062,2008-12-07
298421312,Walkamap Hong Kong,Social Networking,IGPSD Limited,0.00,0.00044094832,2008-11-26
292719003,VFCaller (T9 Dialer),Productivity,Marco Jacovone,1.99,0.00012701363,2009-01-05
285435219,Warcraft Characters,Entertainment,Rudolf Psenicnik,0.00,0.02410579800,2008-07-11
302052132,WideNoise,Lifestyle,WideTag Inc.,1.99,0.00019601174,2009-01-24
301027165,FingerMingle,Games,airbit AG,0.99,0.00004214456,2008-12-28
300433407,playtomo,Games,C4M Prod,0.00,0.00032932856,2008-12-17
300395940,WindGuru,Weather,Perceiveit Limited,0.00,0.00162199150,2008-12-17
300163284,Kuntres HaHishtatchus - Maamarei Admur HaEmtzaei Kuntreisim,Reference,JewishContent.org,0.00,0.00002036884,2008-12-14
301673236,My Babys Name,Lifestyle,R.B. Designs,4.99,0.00038556338,2009-01-23
297356915,Doctors,Travel,IntelligentMobiles,2.99,0.00001825445,2008-12-05
297032636,The Safe - Code Generator,Utilities,OctoDax,0.99,0.00032068347,2008-12-22
298435782,Classic Clock F,Utilities,Playrun Co,0.99,0.00001594647,2008-11-29
301995979,Animalz,Games,PurpleZoo Productions,1.99,0.00011668827,2009-01-27
293200528,Chess Club Gold,Games,Visionary Bits,3.99,0.00004740194,2008-10-07
300159444,iScore,Lifestyle,Sahrala Ventures,1.99,0.00000630274,2009-01-13
284943962,Moonlight Mahjong,Games,Midnight Martian,4.99,0.00203576150,2008-07-06
293036494,PointCode,Utilities,Fink Consulting GmbH,4.99,0.00000023920,2008-10-06
294546190,Nano Diary Lite,Utilities,TWSS,0.99,0.00023425362,2008-10-27
294168446,Guitar Chords,Music,rubbleDev,1.99,0.00207160580,2008-10-21
297621146,Build-a-Bouquet,Entertainment,Matthew Paxman,0.99,0.00040967893,2009-01-26
295732938,Space Munch,Games,JSeuss Software,0.99,0.00004911166,2008-11-17
285211013,ZeptoPad2.0 Standard;Whiteboard in your pocket,Utilities,Ubiquitous Entertainment Inc.,9.99,0.00016353103,2008-12-11
293681417,News Canada Plus,News,TechReply.com,2.99,0.00005245864,2008-12-22
300899743,WordFamilies,Education,24x7digital,0.99,0.00008997392,2009-01-08
284939738,GoLearn Hiking,Healthcare & Fitness,Whagaa,2.99,0.00001405175,2008-10-25
298805078,UK Driving Theory Test (Car),Reference,Eknath Kadam,7.99,0.00002138006,2009-01-26
301502546,神峰通考,Book,YiXian Inc.,2.99,0.00001567074,2009-01-12
295243605,Ghost Camera,Photography,Appliya Inc.,0.99,0.00189040170,2008-11-07
301177887,days in love,Entertainment,it-webspace,0.00,0.00108021580,2008-12-30
292598962,Buhbye,Entertainment,Jonathan Collins,0.99,0.00000057784,2008-10-03
290612566,Merriam-Websters Collegiate® Dictionary Eleventh Edition,Reference,Paragon Technologie GmbH,24.99,0.00052525604,2008-09-09
301726396,Space Trivia,Education,TOMSOFT,0.99,0.00005667716,2009-01-13
303280957,Actor NaimGaim,Games,Sareebrol,2.99,0.00000820665,2009-01-26
288658977,Tie-a-Tie Deluxe,Business,AppsCode,2.99,0.00032507317,2008-11-22
291194587,MoMPF ExpressDial,Utilities,Sascha Lange Software,0.99,0.00001100306,2008-09-17
299663967,PandaWords Chinese Writing for Beginners Level 1,Education,DW Education Group Limited,7.99,0.00007786386,2008-12-09
302973635,Journaal,News,Webstate,0.00,0.00032299570,2009-01-20
291569899,Holiday Countdown,Lifestyle,Energize Software,0.99,0.00041468790,2009-01-23
290597757,Love Tester,Entertainment,Pankaku Inc.,1.99,0.00003876786,2008-12-10
296261916,Summary Flavius Josephus (part 3),Book,John Gregorek,1.99,0.00001328606,2008-11-10
288545208,Instapaper Pro,Productivity,Marco Arment,9.99,0.00061090920,2008-08-15
302463296,Bills,Finance,Alocin Tech,2.99,0.00244526380,2009-01-14
301977419,MyWords - Serbian,Education,Innovative Language Learning LLC,9.99,0.00000318592,2009-01-15
294855237,SBB online timetable,Travel,SBB AG,0.00,0.00071097640,2008-11-03
293181840,Story Chain,Social Networking,Cinn Dev,1.99,0.00006449651,2008-10-29
290968461,BobMe,Entertainment,Mikko Kankainen,0.99,0.00002388337,2008-09-11
303485579,MyBPBuddy,Medical,stephen mullarkey,7.99,0.00020159190,2009-01-25
298951704,Orlando Magic,Sports,Alan Braun,0.00,0.00171431340,2008-12-02
286055818,Magic iBall (Free),Entertainment,Eric Redmond,0.00,0.18425463000,2008-07-20
296630060,momo (Memo Sync Diary),Productivity,MK HQ,4.99,0.00061887875,2009-02-01
291666256,AdLibs Lite,Entertainment,E.E. Flobes,0.00,0.00140004550,2008-10-19
299081353,AllSubway,Utilities,carmat,0.99,0.00015539833,2008-12-03
284921434,Sudoku Classic,Games,Phase2 Media,0.99,0.00271182700,2008-07-05
300935797,Foxy Hunny Arctic Adventure Lite ES,Games,Fusion Creative Studios,0.00,0.00245887400,2008-12-28
302400180,RevisionAid,Education,Jason Savage,1.99,0.00001265192,2009-01-28
284971959,Hotels.com for iPhone and iPod touch,Travel,Hotels.com,0.00,0.01608346200,2008-07-07
295492988,Food Find Restaurants,Lifestyle,IntelligentMobiles,2.99,0.00158828830,2009-01-28
290954446,EveryTrail,Travel,GlobalMotion Media Inc,0.00,0.00280524420,2008-10-19
291176027,Urban Tycoon,Games,TouchSoft Mobile,1.99,0.00095325340,2008-10-07
301049014,Spot It! Pro Edition,Games,Infindo Technology,1.99,0.00042281332,2009-01-04
298382234,Coyotes,Sports,Alan Braun,0.00,0.00015116276,2008-11-25
302017444,Tilework,Education,davidfinucane.com,0.99,0.00102992640,2009-01-11
289715828,PicStamp,Games,Utagoe Inc.,0.99,0.00029155027,2008-08-29
289985183,i-femion,Healthcare & Fitness,Nico Becherer,0.99,0.00007363086,2008-12-23
288474079,Multiplication Helper,Education,Webvantage Design,0.99,0.00055631130,2008-09-27
303364514,Beams Calculator,Productivity,voi nguyen,4.99,0.00002607248,2009-01-23
300774031,iHomes,Lifestyle,Mobiletelligence,0.00,0.00428704870,2009-01-12
296302236,Fantell,Sports,iHwy Inc.,0.00,0.00017362427,2008-11-10
295213525,DaysTo Barbeque,Lifestyle,ZATZ Publishing,0.99,0.00000541294,2008-10-30
297101093,Voice Recorder,Education,Alterme Inc,2.99,0.00007400566,2008-11-16
292406768,CallBook,Utilities,Dog Park Software Ltd.,1.99,0.00011425644,2008-10-27
291217716,My Budget Money Management,Business,Tausendstern,0.00,0.02025131500,2008-11-10
284958647,Air Hockey,Games,Personae Studios,0.99,0.00192924600,2008-07-07
289561825,Fanball.com Fantasy Draft & Player News,Sports,UltimateFFB,1.99,0.00009293317,2008-08-28
301359981,FengShenYanYi 封神演義 封神演义,Book,Chi Yung Yuen,0.99,0.00001155679,2009-01-07
286899347,Whip,Entertainment,Neil Daniels,0.99,0.00194179440,2008-07-31
292024672,Spectrograph Wallpaper,Entertainment,Notice Software,0.99,0.00022596146,2008-12-29
297095717,Cityscape Fireworks,Entertainment,myHIP.com,1.99,0.00004144980,2008-11-18
288948820,Lottery Results,News,SpoofApp.com LLC,0.99,0.00089244410,2008-08-21
291807250,SAT Word Lite,Education,Boost Academics,0.00,0.00895784600,2008-11-29
302004388,Elemental Paths,Games,Ryuuguu,1.99,0.00000530013,2009-01-18
289216383,iVirtualCall,Lifestyle,Matthias Lorenz,2.99,0.00000853136,2008-10-23
299898886,An Origami Crane Learning Experience,Entertainment,Gidigo,0.99,0.00012843664,2009-01-05
294395049,Yo Craps!,Games,998 Designs LLC,1.99,0.00066345616,2008-12-02
303189600,Supermarkets,Lifestyle,GP Apps,0.99,0.00002128900,2009-01-22
297036360,inForm,Productivity,artscii,9.99,0.00000828932,2008-11-21
296442602,World Nomads Vietnamese Language Guide,Travel,WorldNomads.com,0.00,0.00134376870,2008-11-11
291208482,Add XBOX Live Friend,Social Networking,1337pwn.com,0.00,0.00473331050,2008-09-14
299867629,spuIt - ColorPicker from Camera -,Utilities,Hiroyuki-Fujikawa.,0.99,0.00000143518,2008-12-11
298275041,National Geographic: Herods Lost Tomb,Games,I-play,1.99,0.00078963337,2008-11-25
300594637,Record Me - Voice Recorder,Productivity,Inner Four Inc.,0.99,0.00025936164,2008-12-18
300755599,Race Pace,Healthcare & Fitness,Maverick Software,1.99,0.00016053455,2009-02-01
300593485,IP Vision,Utilities,Marcio Almeida,4.99,0.00091325420,2009-01-30
301509935,Aladdin and the Wonderful Lamp,Book,IndiaNIC LLC,0.99,0.00001793978,2009-01-08
294010265,Amazing Wallpapers,Entertainment,Gx5,0.99,0.00042999652,2008-10-17
284675724,Kingyo,Games,Yoichi Nakano,2.99,0.00001021557,2008-07-09
284944951,Wooly Willy,Games,Paze,0.99,0.00077625480,2008-07-06
300644774,New Years Party,Entertainment,Toejam Software LLC,0.99,0.00004560219,2009-01-03
292281611,iCaltrain: Caltrain Schedule 2009,Navigation,iCaltrain,4.99,0.00022800843,2008-09-25
297460661,Kids Math Fun~First Grade /Français/,Education,NSC Partners LLC,1.99,0.00002321704,2009-01-16
293360094,Talking German to Japanese Phrasebook - JPhrasen,Travel,Hanashite.com,12.99,0.00000008611,2008-10-09
286094270,BlogWriter,Social Networking,VirtueSoft.com,4.99,0.00013363140,2008-10-14
300156593,From Dawn to Daylight,Reference,JewishContent.org,0.00,0.00004073768,2008-12-14
303347453,Hungry? Walkabout Guides: L.A. Downtown,Travel,VisualAudio,2.99,0.00001902940,2009-01-28
300495673,Judges Calculator,Utilities,Kele McGlohon,0.00,0.00006059658,2008-12-19
285750243,DotBox,Games,Virulent Software,0.99,0.00002803938,2008-07-15
303068539,20000 Leagues Under the Sea,Book,Standard Works LLC,0.99,0.00027389728,2009-01-21
301233668,C25K,Healthcare & Fitness,Alex Stankovic,2.99,0.00040918638,2008-12-30
301963532,掌中故事 1 (Full),Education,ITOPIA Limited,2.99,0.00005518826,2009-01-10
300151729,MashON,Entertainment,Planetwide Media,0.00,0.00035345348,2009-01-15
289792093,WeatherNow,Weather,AlbeBaubles,1.99,0.00066247590,2009-01-22
301354262,Credit Card Debt,Finance,Ethan Productions,2.99,0.00101607620,2009-01-30
286014218,Binary Clock,Utilities,Peter Elst,0.00,0.00298661410,2008-07-18
300257686,AccelaStudy™ Romanian | Korean,Education,Renkara Media Group Inc.,14.99,0.00000000000,2008-12-18
302199410,I Love Lost (Unofficial Fan App),Lifestyle,Michael Schneider,0.99,0.00060956410,2009-01-16
299770273,Swiss Clock traditional,Lifestyle,Visualizer Production AG,2.99,0.00000900976,2008-12-10
300255638,ABC News,News,Walt Disney,0.00,0.07591306400,2008-12-22
287844737,HTML E-mail,Utilities,Western ITS Limited,0.00,0.00158157070,2008-08-08
302842285,Mantis Bible Study: MSG,Reference,Mantis Bible Company,17.99,0.00008840943,2009-01-17
296906339,Wind Chimes,Entertainment,Henry Lowengard,0.99,0.00007718856,2008-12-22
301491503,Call! Mommy,Utilities,DoubleTapApps,0.99,0.00001235851,2009-01-08
292966222,Doomsday Clock,Lifestyle,YaroDev,0.99,0.00004656369,2008-10-04
303053947,England travel guides,Travel,Sehat Rosny,0.99,0.00014612172,2009-01-20
297280371,Noter2,Productivity,dBelement LLC,6.99,0.00015399330,2009-01-29
288854616,Answers: powered by Yahoo! Answers,Reference,Western ITS Limited,0.00,0.01150738400,2008-08-19
301487407,Poker Hands,Entertainment,Phlogistic Apps,0.00,0.00131631210,2009-01-05
297062821,Pocket Grade,Education,Mouseless Media,1.99,0.00002296292,2008-11-16
294850078,Try My Nose,Entertainment,Morgan Marion,0.99,0.00002509012,2008-10-27
289832118,Spell Check,Utilities,Achoom,0.99,0.02013010300,2009-01-30
300730639,Aqualution Lite,Games,CDS,0.00,0.00172929450,2009-02-01
302781008,ShralpTide,Weather,shralpsoftware,0.99,0.00038748590,2009-01-28
302011042,Harry Potter 201 - Quizners Trivia,Entertainment,Quizners,0.99,0.00022619573,2009-01-14
299487879,Solve 24,Education,ApptitudeApps,0.99,0.00002184165,2008-12-07
299218767,Deep Sleep - Delta Waves,Healthcare & Fitness,Inner Node Studios,4.99,0.00004127567,2008-12-09
302671339,HeavenlyRain,Entertainment,Sagaware Co. Ltd,0.99,0.00029851680,2009-01-16
300827551,Majarashi,Entertainment,Centerus,2.99,0.00004033414,2008-12-23
287563734,Quaddraxx,Games,H2F Informationssysteme GmbH,4.99,0.00000128229,2008-08-06
302831917,Triple Touch,Games,Josh Abbott,0.99,0.00007026942,2009-01-17
284756469,Weight Tracker,Healthcare & Fitness,Foundation HealthCare Network,0.99,0.00821692100,2008-07-03
299861894,Gab To Go,Games,Right Brain Factory,1.99,0.00001201077,2008-12-11
300130865,Bas Mitzvah Letter,Reference,JewishContent.org,0.00,0.00003380361,2008-12-14
300130737,Basi LeGani (Hebrew),Reference,JewishContent.org,0.00,0.00010473340,2008-12-14
287451505,GeoPedia,Travel,Trivialware,0.00,0.00163119020,2008-08-05
295435644,Anzan(+),Education,康弘 Uemura,1.99,0.00003542950,2008-11-01
294732857,Doodling,Photography,ENOS,2.99,0.00029027526,2008-10-25
299798189,Rotorumpus,Games,Thomas Harte,1.99,0.00001359226,2008-12-15
298778803,iStudy: Hiragana,Education,Ronald Bell,1.99,0.00010731050,2008-11-30
296284892,FriendBook,Social Networking,Tapulous,0.99,0.00023492583,2008-11-14
285881381,Volunteers,Sports,Philip Kirkham,0.00,0.00149576620,2008-07-17
294190055,Elevation Pro,Navigation,Precognitive Research LLC,0.99,0.00111924310,2008-10-19
300556365,Memory Stick,Productivity,Softalk Ltd,1.99,0.00727924400,2009-01-03
287464320,DataCase,Productivity,Veiosoft LLC,6.99,0.00184779710,2008-08-05
292515762,Speak French - Hotel,Travel,Chillingo Ltd,0.99,0.00001024660,2008-10-07
296129731,Beer Pong PRO,Games,inThing Apps,0.99,0.00940105700,2008-11-09
287116346,WuziChess,Games,iPhonexe,1.99,0.00000512915,2008-08-02
296882275,iPump Stretch,Healthcare & Fitness,PumpOne,1.99,0.00102918420,2009-01-16
301197572,College Sports News,Sports,EXTEND Interactive LLC.,0.99,0.00024111525,2009-01-14
287115066,DVR Shows,Utilities,Rick Maddy,0.99,0.00030003280,2008-08-02
292348656,PLODIAC,Reference,John Gregorek,0.99,0.00006832952,2008-09-26
290621922,Birthday C@rds,Utilities,Hot Chili Apps,1.99,0.00033942057,2009-01-26
300926813,iParrot Phrase Japanese-Portuguese,Education,vAccessory,4.99,0.00000000000,2008-12-28
303300130,SmashWord,Games,FahrSoft.com,1.99,0.00011989399,2009-01-28
294195768,iWars,Games,Effervens,2.99,0.00001880690,2008-10-19
298763195,PokéDia,Productivity,s21g LLC,2.99,0.00001522888,2008-12-01
303028859,TalkingPics micro,Business,Big Stone Phone,0.00,0.01237784050,2009-01-30
292615195,GooeyTiles,Games,GooeyApps,1.99,0.00002432074,2008-10-21
292023299,Baseball Predict,Sports,The Stat Head,0.99,0.00002916803,2008-09-23
290024708,Cram,Education,SimpleLeap Software LLC,9.99,0.00008631145,2008-10-21
301462703,Repass,Utilities,Chad Round,0.99,0.00000613939,2009-01-05
299466486,Backgammon Lite,Games,Trivial Technology,0.00,0.01011182900,2008-12-06
301785442,(4)キャプテン イガラシ編/ちばあきお,Book,NTT Solmare,0.99,0.00000000000,2009-01-13
290994290,Bond YTM,Finance,Agarwal Associates Inc.,4.99,0.00031993500,2008-09-11
294338729,Taptatop Ultimate,Games,Tetraedge Games,1.99,0.00002329491,2009-01-13
302269531,The Mysterious Stranger and Other Stories by Mark Twain (Text Synchronized Audiobook),Education,Appsessions LLC,0.99,0.00004428687,2009-01-13
299463030,CatchMe!,Games,Hui Zhang,0.99,0.00000021371,2008-12-06
301566740,iQuief,Entertainment,Audio Artillery,0.99,0.00005553828,2009-01-06
292987563,NoPeanut,Healthcare & Fitness,Allergy Companion,2.99,0.00002928921,2008-10-21
296234012,Fastlane Street Racing,Games,Atod AB,3.99,0.00635032080,2008-11-10
300054868,iWish,Lifestyle,David Scrève,1.99,0.00001356943,2009-01-13
292069577,GUIDEYOU Zurich,Travel,Comma Publications GmbH & Co. KG,4.99,0.00000258318,2008-10-02
290482838,FM Radio Spectrum,Travel,Notice Software,0.99,0.00028376740,2008-09-05
298380963,Panthers,Sports,Alan Braun,0.00,0.00019715031,2008-11-25
299621048,Mileage,Finance,Piet Jonas,1.99,0.00004331127,2008-12-09
298436501,Maple Leafs,Sports,Alan Braun,0.00,0.00017564687,2008-11-26
292605339,Scratch Away,Entertainment,Mendoho,0.99,0.00024342113,2008-10-07
292712960,myFavors 3,Productivity,Agemarks Technologies,0.99,0.00000470421,2008-10-25
289260004,Spin the bottle,Entertainment,Peter Breitling,0.99,0.00059168520,2008-12-30
303125984,World Football Live! (iFootball),Sports,iApp Ventures LLC,0.99,0.00007462331,2009-01-23
284942659,iMazeLite,Games,Hackosphere,0.00,0.03476797400,2008-07-06
284942275,The Time Machine by H. G. Wells; ebook,Book,AppEngines,0.99,0.00047223104,2008-07-06
297459265,Wave Blazer,Games,Polarbit,1.99,0.00097594990,2008-11-19
302530434,Keep Quiet...,Utilities,Y Lau,0.99,0.00001116253,2009-01-19
299670596,Bible Touch LBLA,Reference,CrossComm Inc.,9.99,0.00005995084,2008-12-09
289903775,Blocked,Games,Joel Rosenberg,0.99,0.00352702060,2008-08-30
291360386,Reaction Test,Games,YaneuraLabs,0.00,0.00194802050,2008-09-23
294588404,Custom Hypnosis - Lite,Healthcare & Fitness,Zachary Carter,0.00,0.01670063500,2008-10-24
299938159,Holiday Fun,Entertainment,WebGames3D.com,0.00,0.00300859120,2008-12-21
292996661,Bubbler,Entertainment,Clockwork Active Media Systems,0.99,0.00000717772,2008-10-08
291950944,Hotspots,Navigation,Spunky Inc,0.00,0.00148859880,2008-09-23
292974763,11C Scientific RPN Calculator,Utilities,R.L.M. Software,9.99,0.00013570444,2008-12-02
291464043,Mosbys iTerms Flash Cards for Medical Terminology,Medical,Modality Inc.,39.99,0.00059741420,2008-09-16
298261690,Siddur Lite,Lifestyle,RustyBrick,0.99,0.00024543732,2008-11-26
303117408,NASCAR Live (iNascar),Sports,iApp Ventures LLC,4.99,0.00050575650,2009-01-23
298315462,Bone Issue 3 – “Out From Boneville”,Book,UCLICK LLC,0.99,0.00017741027,2008-11-25
294753733,MovieMan,Games,ThoughtString,1.99,0.00000393235,2008-11-03
303116256,Rosary Deluxe,Reference,AppsCode,4.99,0.00015428313,2009-01-23
290542732,Good Luck,Games,F2M2 Inc.,0.99,0.00004475188,2008-09-06
303492464,Lexel,Games,jbrink.net,1.99,0.00001269466,2009-01-25
303222729,iOnTraffic Idaho,Travel,uc2i LLC,1.99,0.00010926839,2009-01-22
288456178,Holdem Eval,Games,Three Buck Apps,0.99,0.00000748002,2008-08-14
285092357,Bible: American Standard Version (ASV),Reference,Handmark Inc.,0.99,0.00010617800,2008-07-08
303005179,Bram Stokers: Dracula,Book,DMBC,0.99,0.00022661529,2009-01-20
296098371,Golf Mate,Sports,Wickedly Simple Software,0.99,0.00027007036,2009-01-27
294910855,Table FootBall,Games,IKKooN - Fred Courteille,1.99,0.00005056501,2008-10-28
301060511,Cow Pong Beef in 3D!,Games,Digital Thought Software,0.99,0.00001047202,2009-01-03
302031501,iTalian Bomb,Games,Terateck,0.99,0.00000572756,2009-01-14
289136255,Kaleido,Entertainment,Hunter Research and Technology LLC,2.99,0.00147602640,2008-12-04
299926255,Guilstein Vol. 1 Issue 3,Book,UCLICK LLC,0.99,0.00001048074,2008-12-11
289314515,Heat (temperature converter),Utilities,Architechies,0.00,0.00851900200,2008-08-26
300895709,Bob Music Synth,Entertainment,James Bryan Graves,1.99,0.00001927243,2008-12-22
285086213,KosherMe,Lifestyle,fillmyhead,6.99,0.00012724123,2008-07-08
302998139,A Beer,Lifestyle,Mobile Apps R Us,1.99,0.00011383437,2009-01-20
300785652,Icon Quest,Games,HeroCN.net,1.99,0.00000393235,2009-01-10
301378642,Pocket Panda,Entertainment,Samutech LLC,0.99,0.00008378939,2009-01-04
300459385,Borg Clock,Utilities,Peter Elst,0.99,0.00000900976,2008-12-17
297115146,Summary King James Bible (part 10),Book,John Gregorek,0.99,0.00000204401,2008-11-17
301047928,MultiCam Chattanooga,Utilities,Stanton Software,0.99,0.00004624476,2009-01-03
